,code,year,gii,gii_rank,lfpr_f,lfpr_m,pr_f,pr_m,se_f,se_m
302,PAK,2004,0.642,NAN,17.758,81.791,20.58823529,79.41176471,10.39051606,30.54778301
303,PAK,2005,0.633,NAN,18.328,80.627,20.58823529,79.41176471,11.18486023,32.16313171
304,PAK,2006,0.614,NAN,18.924,79.435,20.36199095,79.63800905,19.91488075,44.04224014
305,PAK,2007,0.611,NAN,19.286,79.175,20.13574661,79.86425339,19.08701038,43.57427025
306,PAK,2008,0.602,NAN,19.824,78.762,21.23287671,78.76712329,18.25914001,43.10630035
307,PAK,2009,0.591,NAN,20.952,78.624,21.04072398,78.95927602,19.78022003,43.62115097
308,PAK,2010,0.582,NAN,22.004,78.555,21.04072398,78.95927602,20.67873955,44.90626907
309,PAK,2011,0.577,NAN,22.186,77.948,21.26696833,78.73303167,19.3108902,46.0934906
310,PAK,2012,0.563,NAN,22.464,78.366,21.07623318,78.92376682,24.3660202,45.12879181
311,PAK,2013,0.561,NAN,22.745,78.782,19.67213115,80.32786885,25.21694946,45.21171188
312,PAK,2014,0.555,NAN,22.944,77.726,19.67213115,80.32786885,26.97026062,47.25516129
313,PAK,2015,0.547,NAN,23.936,78.795,20.04504505,79.95495495,26.97026062,47.25516129
314,PAK,2016,0.545,NAN,23.112,78.905,20.04504505,79.95495495,26.97026062,47.25516129
315,PAK,2017,0.543,NAN,22.302,78.991,20.04504505,79.95495495,27.56917,45.65945053
316,PAK,2018,0.542,NAN,21.508,79.057,20,80,15.74960041,24.00904083
317,PAK,2019,0.534,NAN,21.418,79.051,20,80,22.06782913,28.67371941
318,PAK,2020,0.535,NAN,20.609,77.719,19.95515695,80.04484305,22.06782913,28.67371941
319,PAK,2021,0.534,135,20.727,78.079,19.90950226,80.09049774,22.06782913,28.67371941
