,wave,wave_years,country,respondent_number,year,sex,age,ethnic,status,top_earner,town_size,job,politician,university,women_movement,abortion,divorce,income_equality,choice_control
312270,WVS6,2010-2014,Peru,6040620798.0,2012,Male,65.0,PE: Indigenous / Native,Separated,Yes,100-500000,1,2,5,2,1,1,1,10
312273,WVS6,2010-2014,Peru,6040620801.0,2012,Female,37.0,PE: Indigenous half-breed,Married,No,100-500000,3,4,4,2,1,1,4,6
312275,WVS6,2010-2014,Peru,6040620803.0,2012,Male,18.0,PE: Indigenous / Native,Single/Never married,No,100-500000,2,2,4,2,1,3,9,6
312276,WVS6,2010-2014,Peru,6040620804.0,2012,Male,61.0,PE: Indigenous / Native,Married,Yes,100-500000,1,2,2,2,1,6,4,7
312277,WVS6,2010-2014,Peru,6040620805.0,2012,Female,42.0,PE: Indigenous / Native,Married,Yes,100-500000,2,4,4,2,1,1,5,10
312278,WVS6,2010-2014,Peru,6040620806.0,2012,Female,37.0,PE: Indigenous half-breed,Married,Yes,100-500000,3,5,5,4,1,1,1,10
312280,WVS6,2010-2014,Peru,6040620808.0,2012,Male,62.0,PE: Indigenous half-breed,Married,No,100-500000,1,5,5,3,1,1,10,10
312281,WVS6,2010-2014,Peru,6040620809.0,2012,Female,45.0,PE: Indigenous half-breed,Married,No,100-500000,3,5,5,4,1,5,4,6
312282,WVS6,2010-2014,Peru,6040620810.0,2012,Female,43.0,PE: Indigenous half-breed,Married,Yes,100-500000,3,5,1,3,5,10,7,10
312284,WVS6,2010-2014,Peru,6040620812.0,2012,Female,20.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,5,5,4,5,10,4,8
312285,WVS6,2010-2014,Peru,6040620813.0,2012,Male,41.0,PE: Indigenous half-breed,Married,Yes,100-500000,2,5,5,2,2,2,10,5
312286,WVS6,2010-2014,Peru,6040620814.0,2012,Female,24.0,PE: Indigenous half-breed,Living together as married,No,100-500000,3,5,5,3,1,8,1,10
312287,WVS6,2010-2014,Peru,6040620815.0,2012,Male,20.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,5,5,4,1,8,1,7
312289,WVS6,2010-2014,Peru,6040620817.0,2012,Female,57.0,PE: Indigenous half-breed,Married,No,5-10000,1,5,5,1,1,3,3,5
312290,WVS6,2010-2014,Peru,6040620818.0,2012,Male,69.0,PE: Indigenous / Native,Married,No,5-10000,1,5,5,2,1,3,3,5
312291,WVS6,2010-2014,Peru,6040620819.0,2012,Male,23.0,PE: Indigenous / Native,Single/Never married,Yes,5-10000,3,4,4,4,1,6,4,8
312292,WVS6,2010-2014,Peru,6040620820.0,2012,Female,22.0,PE: Indigenous / Native,Single/Never married,No,5-10000,3,5,5,3,1,4,10,3
312293,WVS6,2010-2014,Peru,6040620821.0,2012,Female,42.0,PE: Indigenous half-breed,Married,No,5-10000,3,5,4,2,2,2,8,5
312294,WVS6,2010-2014,Peru,6040620822.0,2012,Male,62.0,PE: Indigenous half-breed,Single/Never married,No,5-10000,3,4,4,3,3,3,8,10
312295,WVS6,2010-2014,Peru,6040620823.0,2012,Female,59.0,PE: Indigenous half-breed,Living together as married,No,5-10000,3,4,4,1,1,1,5,6
312296,WVS6,2010-2014,Peru,6040620824.0,2012,Male,26.0,PE: European half-breed,Single/Never married,No,20-50000,2,4,4,3,1,3,10,7
312297,WVS6,2010-2014,Peru,6040620825.0,2012,Male,30.0,PE: European half-breed,Single/Never married,No,5-10000,3,4,4,3,3,3,9,8
312298,WVS6,2010-2014,Peru,6040620826.0,2012,Male,40.0,PE: Indigenous half-breed,Living together as married,No,10-20000,1,2,2,2,1,1,4,6
312299,WVS6,2010-2014,Peru,6040620827.0,2012,Female,23.0,PE: Indigenous half-breed,Single/Never married,No,50-100000,3,4,4,3,1,4,7,8
312300,WVS6,2010-2014,Peru,6040620828.0,2012,Female,44.0,PE: European half-breed,Living together as married,No,50-100000,3,4,4,2,1,4,7,9
312301,WVS6,2010-2014,Peru,6040620829.0,2012,Male,18.0,PE: Indigenous half-breed,Single/Never married,No,50-100000,3,5,5,3,1,1,7,5
312302,WVS6,2010-2014,Peru,6040620830.0,2012,Male,45.0,PE: Indigenous half-breed,Living together as married,No,50-100000,1,2,2,3,1,1,5,6
312303,WVS6,2010-2014,Peru,6040620831.0,2012,Male,83.0,PE: Indigenous half-breed,Married,Yes,100-500000,1,2,2,3,1,5,2,10
312304,WVS6,2010-2014,Peru,6040620832.0,2012,Male,63.0,PE: Indigenous half-breed,Married,Yes,100-500000,3,4,4,1,1,1,10,9
312306,WVS6,2010-2014,Peru,6040620834.0,2012,Male,31.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,4,5,3,1,6,4,6
312307,WVS6,2010-2014,Peru,6040620835.0,2012,Female,58.0,PE: Indigenous half-breed,Separated,No,100-500000,3,4,5,3,1,1,10,8
312308,WVS6,2010-2014,Peru,6040620836.0,2012,Female,29.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,4,5,2,2,2,10,9
312309,WVS6,2010-2014,Peru,6040620837.0,2012,Male,19.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,4,4,3,1,1,7,8
312310,WVS6,2010-2014,Peru,6040620838.0,2012,Male,38.0,PE: Indigenous half-breed,Single/Never married,Yes,100-500000,1,4,4,1,1,1,3,10
312311,WVS6,2010-2014,Peru,6040620839.0,2012,Female,44.0,PE: Indigenous half-breed,Married,No,100-500000,3,4,5,2,1,10,9,9
312312,WVS6,2010-2014,Peru,6040620840.0,2012,Female,42.0,PE: Asian half-breed,Divorced,No,100-500000,1,5,4,4,1,10,2,10
312313,WVS6,2010-2014,Peru,6040620841.0,2012,Male,30.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,2,5,1,1,9,1,9
312314,WVS6,2010-2014,Peru,6040620842.0,2012,Female,60.0,PE: Indigenous half-breed,Single/Never married,Yes,100-500000,3,5,5,3,1,1,2,9
312315,WVS6,2010-2014,Peru,6040620843.0,2012,Male,82.0,PE: Indigenous half-breed,Married,Yes,100-500000,3,5,5,2,1,2,10,9
312316,WVS6,2010-2014,Peru,6040620844.0,2012,Female,18.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,5,5,3,1,2,2,10
312317,WVS6,2010-2014,Peru,6040620845.0,2012,Female,30.0,PE: White,Single/Never married,No,100-500000,3,4,5,3,10,10,8,10
312318,WVS6,2010-2014,Peru,6040620846.0,2012,Female,32.0,PE: White,Single/Never married,No,100-500000,3,4,4,4,1,9,6,10
312319,WVS6,2010-2014,Peru,6040620847.0,2012,Female,48.0,PE: Indigenous half-breed,Married,No,100-500000,3,2,4,4,1,9,1,10
312320,WVS6,2010-2014,Peru,6040620848.0,2012,Male,19.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,4,4,4,1,9,3,10
312321,WVS6,2010-2014,Peru,6040620849.0,2012,Male,26.0,PE: Asian half-breed,Single/Never married,No,100-500000,3,5,5,3,2,2,2,9
312322,WVS6,2010-2014,Peru,6040620850.0,2012,Male,74.0,PE: Indigenous half-breed,Living together as married,Yes,100-500000,1,2,4,3,2,1,10,4
312323,WVS6,2010-2014,Peru,6040620851.0,2012,Male,26.0,PE: Indigenous half-breed,Living together as married,Yes,2-5000,3,5,4,1,1,2,8,3
312324,WVS6,2010-2014,Peru,6040620852.0,2012,Female,25.0,PE: Indigenous / Native,Living together as married,No,2-5000,1,4,5,3,2,8,9,7
312325,WVS6,2010-2014,Peru,6040620853.0,2012,Female,53.0,PE: Indigenous half-breed,Married,No,2-5000,1,5,4,3,1,1,9,3
312326,WVS6,2010-2014,Peru,6040620854.0,2012,Male,66.0,PE: Indigenous half-breed,Living together as married,No,2-5000,3,4,4,4,1,10,1,9
312327,WVS6,2010-2014,Peru,6040620855.0,2012,Female,45.0,PE: Indigenous half-breed,Living together as married,No,2-5000,3,4,4,2,1,2,1,5
312328,WVS6,2010-2014,Peru,6040620856.0,2012,Male,47.0,PE: Indigenous half-breed,Living together as married,Yes,2-5000,1,4,4,2,1,10,1,7
312329,WVS6,2010-2014,Peru,6040620857.0,2012,Female,36.0,PE: Indigenous half-breed,Married,No,2-5000,3,5,5,2,1,2,1,10
312330,WVS6,2010-2014,Peru,6040620858.0,2012,Female,22.0,PE: Indigenous half-breed,Living together as married,No,2-5000,3,4,4,2,1,1,8,9
312331,WVS6,2010-2014,Peru,6040620859.0,2012,Male,43.0,PE: Indigenous half-breed,Married,Yes,2-5000,3,4,4,2,1,4,8,10
312332,WVS6,2010-2014,Peru,6040620860.0,2012,Male,34.0,PE: Indigenous half-breed,Separated,Yes,2-5000,3,4,4,1,1,4,9,10
312333,WVS6,2010-2014,Peru,6040620861.0,2012,Male,27.0,PE: Indigenous half-breed,Single/Never married,No,20-50000,3,5,4,3,1,1,3,8
312334,WVS6,2010-2014,Peru,6040620862.0,2012,Female,40.0,PE: Indigenous half-breed,Married,Yes,20-50000,3,4,4,2,1,1,9,8
312336,WVS6,2010-2014,Peru,6040620864.0,2012,Male,58.0,PE: Asian half-breed,Married,No,20-50000,3,4,4,1,1,2,3,5
312337,WVS6,2010-2014,Peru,6040620865.0,2012,Female,44.0,PE: Indigenous half-breed,Separated,Yes,20-50000,3,4,4,2,1,8,1,10
312338,WVS6,2010-2014,Peru,6040620866.0,2012,Male,32.0,PE: Indigenous half-breed,Living together as married,Yes,20-50000,3,4,4,2,1,1,3,9
312339,WVS6,2010-2014,Peru,6040620867.0,2012,Female,52.0,PE: Indigenous half-breed,Married,No,20-50000,1,4,4,2,1,1,2,8
312340,WVS6,2010-2014,Peru,6040620868.0,2012,Female,27.0,PE: Indigenous half-breed,Single/Never married,No,20-50000,3,4,5,2,1,1,1,9
312341,WVS6,2010-2014,Peru,6040620869.0,2012,Male,52.0,PE: Indigenous half-breed,Living together as married,Yes,20-50000,3,4,4,2,1,1,9,5
312342,WVS6,2010-2014,Peru,6040620870.0,2012,Female,25.0,PE: Indigenous half-breed,Single/Never married,Yes,20-50000,3,4,4,3,1,1,9,7
312343,WVS6,2010-2014,Peru,6040620871.0,2012,Male,26.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,5,4,1,2,2,2,6
312344,WVS6,2010-2014,Peru,6040620872.0,2012,Male,68.0,PE: Indigenous half-breed,Single/Never married,Yes,100-500000,3,4,4,1,1,1,2,9
312345,WVS6,2010-2014,Peru,6040620873.0,2012,Female,69.0,PE: Indigenous half-breed,Married,No,100-500000,3,5,5,2,1,1,3,8
312346,WVS6,2010-2014,Peru,6040620874.0,2012,Female,63.0,PE: Indigenous half-breed,Married,No,100-500000,3,4,4,1,1,1,3,7
312347,WVS6,2010-2014,Peru,6040620875.0,2012,Male,20.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,1,2,4,1,7,7,3,7
312348,WVS6,2010-2014,Peru,6040620876.0,2012,Female,39.0,PE: Indigenous half-breed,Single/Never married,Yes,100-500000,3,4,5,2,1,1,3,7
312349,WVS6,2010-2014,Peru,6040620877.0,2012,Male,34.0,PE: Indigenous half-breed,Married,Yes,100-500000,3,2,2,1,7,6,3,7
312350,WVS6,2010-2014,Peru,6040620878.0,2012,Female,23.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,4,2,1,7,8,2,7
312351,WVS6,2010-2014,Peru,6040620879.0,2012,Female,62.0,PE: Indigenous half-breed,Widowed,No,100-500000,3,4,4,3,1,5,8,8
312352,WVS6,2010-2014,Peru,6040620880.0,2012,Male,33.0,PE: Indigenous half-breed,Living together as married,No,100-500000,3,4,4,4,1,9,2,7
312354,WVS6,2010-2014,Peru,6040620882.0,2012,Female,23.0,PE: Indigenous half-breed,Single/Never married,No,50-100000,3,4,4,1,1,9,2,7
312355,WVS6,2010-2014,Peru,6040620883.0,2012,Male,18.0,PE: Indigenous half-breed,Single/Never married,No,50-100000,3,4,4,1,7,6,8,7
312356,WVS6,2010-2014,Peru,6040620884.0,2012,Female,48.0,PE: Indigenous half-breed,Married,Yes,50-100000,3,4,4,1,1,7,9,7
312357,WVS6,2010-2014,Peru,6040620885.0,2012,Female,44.0,PE: Indigenous half-breed,Married,Yes,50-100000,3,4,4,1,1,7,2,7
312358,WVS6,2010-2014,Peru,6040620886.0,2012,Male,70.0,PE: Indigenous half-breed,Married,No,50-100000,3,4,4,1,1,1,2,7
312359,WVS6,2010-2014,Peru,6040620887.0,2012,Male,32.0,PE: Indigenous half-breed,Separated,Yes,50-100000,3,4,4,1,1,4,3,7
312360,WVS6,2010-2014,Peru,6040620888.0,2012,Female,38.0,PE: Indigenous half-breed,Separated,No,50-100000,3,4,4,1,1,1,9,7
312361,WVS6,2010-2014,Peru,6040620889.0,2012,Male,64.0,PE: Indigenous half-breed,Married,No,50-100000,3,4,4,1,1,1,8,7
312362,WVS6,2010-2014,Peru,6040620890.0,2012,Female,29.0,PE: Indigenous half-breed,Married,No,50-100000,3,4,4,1,1,7,8,7
312363,WVS6,2010-2014,Peru,6040620891.0,2012,Female,26.0,PE: Indigenous half-breed,Living together as married,No,under 2000,3,5,5,4,2,7,9,9
312364,WVS6,2010-2014,Peru,6040620892.0,2012,Male,68.0,PE: Indigenous half-breed,Married,Yes,under 2000,1,2,4,4,1,3,9,9
312365,WVS6,2010-2014,Peru,6040620893.0,2012,Female,51.0,PE: Indigenous half-breed,Married,No,under 2000,3,5,4,4,4,8,3,9
312366,WVS6,2010-2014,Peru,6040620894.0,2012,Female,42.0,PE: Indigenous half-breed,Separated,Yes,under 2000,3,5,5,3,4,6,9,8
312367,WVS6,2010-2014,Peru,6040620895.0,2012,Male,20.0,PE: Afro half-breed,Single/Never married,No,under 2000,1,2,2,2,7,9,8,9
312368,WVS6,2010-2014,Peru,6040620896.0,2012,Female,18.0,PE: Indigenous half-breed,Single/Never married,No,under 2000,3,4,5,4,1,8,9,7
312369,WVS6,2010-2014,Peru,6040620897.0,2012,Female,47.0,PE: Indigenous half-breed,Separated,No,under 2000,3,4,5,4,2,8,8,9
312370,WVS6,2010-2014,Peru,6040620898.0,2012,Male,18.0,PE: Indigenous half-breed,Single/Never married,No,under 2000,3,4,4,3,7,8,1,9
312371,WVS6,2010-2014,Peru,6040620899.0,2012,Male,55.0,PE: Indigenous / Native,Married,Yes,under 2000,2,4,4,3,1,1,1,8
312372,WVS6,2010-2014,Peru,6040620900.0,2012,Male,42.0,PE: Indigenous / Native,Living together as married,Yes,under 2000,1,2,4,3,1,7,1,8
312373,WVS6,2010-2014,Peru,6040620901.0,2012,Male,40.0,PE: Indigenous half-breed,Married,Yes,under 2000,2,4,4,3,2,4,9,8
312374,WVS6,2010-2014,Peru,6040620902.0,2012,Male,26.0,PE: White,Single/Never married,Yes,under 2000,3,4,4,4,1,4,9,10
312376,WVS6,2010-2014,Peru,6040620904.0,2012,Male,45.0,PE: Indigenous half-breed,Married,Yes,under 2000,3,4,4,4,1,7,1,10
312377,WVS6,2010-2014,Peru,6040620905.0,2012,Female,33.0,PE: Indigenous / Native,Living together as married,No,under 2000,3,4,4,3,2,2,8,8
312378,WVS6,2010-2014,Peru,6040620906.0,2012,Male,21.0,PE: Indigenous / Native,Single/Never married,,100-500000,3,4,4,2,1,1,10,10
312379,WVS6,2010-2014,Peru,6040620907.0,2012,Male,29.0,PE: Indigenous half-breed,Single/Never married,Yes,100-500000,3,2,4,2,1,1,7,10
312380,WVS6,2010-2014,Peru,6040620908.0,2012,Female,18.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,2,5,5,2,3,3,2,4
312381,WVS6,2010-2014,Peru,6040620909.0,2012,Male,42.0,PE: Indigenous half-breed,Separated,Yes,100-500000,1,5,5,4,2,2,3,6
312382,WVS6,2010-2014,Peru,6040620910.0,2012,Female,35.0,PE: Indigenous half-breed,Single/Never married,No,2-5000,2,4,4,4,1,1,6,10
312383,WVS6,2010-2014,Peru,6040620911.0,2012,Male,38.0,PE: Indigenous / Native,Living together as married,Yes,100-500000,2,5,5,4,1,6,2,6
312384,WVS6,2010-2014,Peru,6040620912.0,2012,Male,50.0,PE: White,Married,Yes,100-500000,1,4,5,3,1,1,6,7
312385,WVS6,2010-2014,Peru,6040620913.0,2012,Male,57.0,PE: White,Married,Yes,100-500000,1,2,5,4,3,3,4,6
312386,WVS6,2010-2014,Peru,6040620914.0,2012,Female,55.0,PE: Indigenous / Native,Married,Yes,100-500000,2,5,4,4,1,1,4,7
312387,WVS6,2010-2014,Peru,6040620915.0,2012,Female,55.0,PE: Indigenous half-breed,Married,Yes,100-500000,3,4,5,4,5,4,6,7
312388,WVS6,2010-2014,Peru,6040620916.0,2012,Female,18.0,PE: Indigenous half-breed,Single/Never married,No,5-10000,3,4,4,2,2,5,2,6
312389,WVS6,2010-2014,Peru,6040620917.0,2012,Male,64.0,PE: Indigenous half-breed,Single/Never married,Yes,5-10000,2,4,4,3,1,8,9,6
312391,WVS6,2010-2014,Peru,6040620919.0,2012,Female,37.0,PE: Indigenous half-breed,Single/Never married,No,5-10000,3,4,4,2,2,5,2,6
312392,WVS6,2010-2014,Peru,6040620920.0,2012,Male,62.0,PE: Indigenous half-breed,Married,No,5-10000,3,4,4,2,3,5,10,7
312394,WVS6,2010-2014,Peru,6040620922.0,2012,Female,57.0,PE: Indigenous half-breed,Single/Never married,Yes,5-10000,2,4,4,3,1,8,9,6
312395,WVS6,2010-2014,Peru,6040620923.0,2012,Male,34.0,PE: Indigenous half-breed,Living together as married,No,5-10000,3,4,4,3,2,5,10,6
312397,WVS6,2010-2014,Peru,6040620925.0,2012,Male,58.0,PE: Indigenous half-breed,Living together as married,No,5-10000,3,4,4,3,2,5,10,6
312398,WVS6,2010-2014,Peru,6040620926.0,2012,Male,61.0,PE: European half-breed,Living together as married,Yes,2-5000,2,2,2,4,1,1,5,9
312399,WVS6,2010-2014,Peru,6040620927.0,2012,Female,20.0,PE: European half-breed,Living together as married,No,2-5000,3,5,2,3,5,5,5,7
312400,WVS6,2010-2014,Peru,6040620928.0,2012,Male,48.0,PE: Indigenous half-breed,Married,Yes,2-5000,1,1,1,3,5,10,2,5
312401,WVS6,2010-2014,Peru,6040620929.0,2012,Female,18.0,PE: Asian half-breed,Living together as married,No,2-5000,3,5,5,4,5,5,3,10
312402,WVS6,2010-2014,Peru,6040620930.0,2012,Female,65.0,PE: Afro half-breed,Widowed,No,2-5000,1,4,5,3,1,1,10,5
312403,WVS6,2010-2014,Peru,6040620931.0,2012,Female,35.0,PE: Indigenous half-breed,Married,No,2-5000,3,5,4,3,5,5,1,9
312404,WVS6,2010-2014,Peru,6040620932.0,2012,Male,47.0,PE: Indigenous half-breed,Living together as married,Yes,2-5000,3,4,5,4,5,10,3,8
312405,WVS6,2010-2014,Peru,6040620933.0,2012,Male,32.0,PE: Indigenous half-breed,Living together as married,Yes,2-5000,1,5,5,3,1,7,10,10
312406,WVS6,2010-2014,Peru,6040620934.0,2012,Female,39.0,PE: European half-breed,Single/Never married,No,2-5000,3,5,5,2,1,1,9,7
312407,WVS6,2010-2014,Peru,6040620935.0,2012,Male,24.0,PE: Asian half-breed,Single/Never married,No,2-5000,2,4,2,2,1,1,1,8
312408,WVS6,2010-2014,Peru,6040620936.0,2012,Female,65.0,PE: Indigenous half-breed,Married,,5-10000,2,5,5,3,6,10,6,7
312409,WVS6,2010-2014,Peru,6040620937.0,2012,Female,38.0,PE: Indigenous half-breed,Married,No,5-10000,2,4,4,3,1,1,1,10
312410,WVS6,2010-2014,Peru,6040620938.0,2012,Female,38.0,PE: Indigenous half-breed,Married,No,5-10000,3,5,5,3,1,1,1,10
312411,WVS6,2010-2014,Peru,6040620939.0,2012,Male,84.0,PE: Indigenous half-breed,Married,Yes,10-20000,2,4,5,3,1,1,10,10
312412,WVS6,2010-2014,Peru,6040620940.0,2012,Male,25.0,PE: Afro half-breed,Living together as married,No,10-20000,3,4,4,3,1,1,1,10
312413,WVS6,2010-2014,Peru,6040620941.0,2012,Female,29.0,PE: Indigenous half-breed,Single/Never married,No,10-20000,2,4,4,4,1,1,1,10
312414,WVS6,2010-2014,Peru,6040620942.0,2012,Male,48.0,PE: Indigenous half-breed,Married,Yes,10-20000,3,5,5,4,1,1,1,10
312415,WVS6,2010-2014,Peru,6040620943.0,2012,Male,42.0,PE: Indigenous half-breed,Living together as married,Yes,10-20000,3,5,5,3,1,1,1,10
312416,WVS6,2010-2014,Peru,6040620944.0,2012,Female,20.0,PE: Indigenous half-breed,Single/Never married,No,10-20000,3,5,5,4,1,1,10,10
312417,WVS6,2010-2014,Peru,6040620945.0,2012,Male,42.0,PE: Indigenous half-breed,Divorced,Yes,10-20000,2,2,5,3,1,1,1,10
312418,WVS6,2010-2014,Peru,6040620946.0,2012,Female,21.0,PE: Indigenous half-breed,Living together as married,Yes,under 2000,3,4,4,3,5,8,7,6
312419,WVS6,2010-2014,Peru,6040620947.0,2012,Male,56.0,PE: Indigenous / Native,Living together as married,No,under 2000,2,4,4,2,5,5,5,7
312420,WVS6,2010-2014,Peru,6040620948.0,2012,Female,47.0,PE: Indigenous half-breed,Living together as married,Yes,under 2000,3,4,4,3,1,1,6,6
312421,WVS6,2010-2014,Peru,6040620949.0,2012,Male,23.0,PE: Indigenous half-breed,Living together as married,No,under 2000,2,4,4,2,5,5,5,7
312422,WVS6,2010-2014,Peru,6040620950.0,2012,Male,39.0,PE: European half-breed,Single/Never married,No,under 2000,1,2,4,3,6,2,2,9
312423,WVS6,2010-2014,Peru,6040620951.0,2012,Male,33.0,PE: Indigenous half-breed,Single/Never married,Yes,under 2000,2,2,1,3,8,6,8,7
312424,WVS6,2010-2014,Peru,6040620952.0,2012,Male,52.0,PE: Indigenous half-breed,Married,Yes,under 2000,2,2,5,3,6,6,3,8
312425,WVS6,2010-2014,Peru,6040620953.0,2012,Female,41.0,PE: European half-breed,Living together as married,No,under 2000,3,2,4,2,6,7,7,4
312426,WVS6,2010-2014,Peru,6040620954.0,2012,Male,25.0,PE: Indigenous half-breed,Single/Never married,Yes,under 2000,2,4,5,1,3,8,5,8
312427,WVS6,2010-2014,Peru,6040620955.0,2012,Female,59.0,PE: Asian half-breed,Single/Never married,No,under 2000,2,4,4,3,10,10,10,9
312428,WVS6,2010-2014,Peru,6040620956.0,2012,Male,54.0,PE: Indigenous half-breed,Married,No,100-500000,3,2,5,3,8,9,9,8
312429,WVS6,2010-2014,Peru,6040620957.0,2012,Female,83.0,PE: Indigenous half-breed,Widowed,No,100-500000,3,4,4,3,2,1,5,6
312430,WVS6,2010-2014,Peru,6040620958.0,2012,Female,44.0,PE: Indigenous half-breed,Living together as married,No,100-500000,3,4,4,4,2,2,8,7
312431,WVS6,2010-2014,Peru,6040620959.0,2012,Male,74.0,PE: Indigenous half-breed,Married,No,100-500000,3,5,5,4,1,5,7,5
312432,WVS6,2010-2014,Peru,6040620960.0,2012,Female,29.0,PE: Indigenous half-breed,Living together as married,No,100-500000,3,4,4,3,5,5,1,8
312433,WVS6,2010-2014,Peru,6040620961.0,2012,Female,30.0,PE: Indigenous half-breed,Separated,No,100-500000,3,4,5,3,5,5,7,7
312434,WVS6,2010-2014,Peru,6040620962.0,2012,Female,24.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,4,4,3,2,1,7,5
312435,WVS6,2010-2014,Peru,6040620963.0,2012,Male,36.0,PE: Indigenous half-breed,Married,No,100-500000,3,5,5,3,1,5,1,9
312436,WVS6,2010-2014,Peru,6040620964.0,2012,Male,18.0,PE: Indigenous half-breed,Single/Never married,No,100-500000,3,5,5,4,2,4,5,5
312438,WVS6,2010-2014,Peru,6040620966.0,2012,Female,29.0,PE: Indigenous half-breed,Living together as married,Yes,50-100000,1,1,4,3,1,3,7,10
312441,WVS6,2010-2014,Peru,6040620969.0,2012,Male,55.0,PE: Afro half-breed,Widowed,Yes,100-500000,3,4,1,4,2,2,9,6
312442,WVS6,2010-2014,Peru,6040620970.0,2012,Female,57.0,PE: Indigenous half-breed,Single/Never married,No,50-100000,3,5,1,4,2,6,5,7
312443,WVS6,2010-2014,Peru,6040620971.0,2012,Female,30.0,PE: Afro half-breed,Married,No,50-100000,3,4,4,3,1,4,1,8
312444,WVS6,2010-2014,Peru,6040620972.0,2012,Male,39.0,PE: Indigenous half-breed,Married,Yes,50-100000,3,2,4,2,1,7,8,7
312445,WVS6,2010-2014,Peru,6040620973.0,2012,Male,23.0,PE: Afro half-breed,Married,No,50-100000,3,4,4,3,6,6,2,9
312446,WVS6,2010-2014,Peru,6040620974.0,2012,Male,24.0,PE: Afro half-breed,Single/Never married,No,50-100000,3,1,4,4,2,2,9,9
312447,WVS6,2010-2014,Peru,6040620975.0,2012,Male,30.0,PE: Indigenous half-breed,Single/Never married,Yes,50-100000,3,5,4,3,1,1,2,7
312448,WVS6,2010-2014,Peru,6040620976.0,2012,Female,39.0,PE: Indigenous half-breed,Living together as married,Yes,50-100000,2,5,5,3,8,8,4,5
312449,WVS6,2010-2014,Peru,6040620977.0,2012,Male,48.0,PE: Afro half-breed,Married,Yes,50-100000,3,5,5,3,8,7,7,4
312450,WVS6,2010-2014,Peru,6040620978.0,2012,Female,25.0,PE: Indigenous half-breed,Single/Never married,Yes,50-100000,2,5,5,3,8,8,6,4
312451,WVS6,2010-2014,Peru,6040620979.0,2012,Female,43.0,PE: Indigenous half-breed,Living together as married,Yes,50-100000,2,5,5,3,8,8,7,5
312452,WVS6,2010-2014,Peru,6040620980.0,2012,Female,63.0,PE: Indigenous half-breed,Married,No,50-100000,2,4,1,2,8,8,6,7
312453,WVS6,2010-2014,Peru,6040620981.0,2012,Male,41.0,PE: Indigenous half-breed,Living together as married,No,50-100000,2,1,2,2,8,8,7,5
312454,WVS6,2010-2014,Peru,6040620982.0,2012,Male,19.0,PE: Afro half-breed,Single/Never married,No,50-100000,2,1,1,2,8,8,7,7
312455,WVS6,2010-2014,Peru,6040620983.0,2012,Female,25.0,PE: Indigenous half-breed,Separated,No,50-100000,2,1,1,1,9,9,8,8
312456,WVS6,2010-2014,Peru,6040620984.0,2012,Male,25.0,PE: Indigenous half-breed,Single/Never married,No,50-100000,2,2,2,1,9,9,9,10
312457,WVS6,2010-2014,Peru,6040620985.0,2012,Male,51.0,PE: Indigenous / Native,Married,Yes,50-100000,2,2,2,2,7,8,9,10
312458,WVS6,2010-2014,Peru,6040620986.0,2012,Male,38.0,PE: Indigenous half-breed,Living together as married,Yes,under 2000,1,2,2,3,10,10,1,10
312459,WVS6,2010-2014,Peru,6040620987.0,2012,Female,29.0,PE: Indigenous half-breed,Widowed,No,under 2000,1,1,4,3,10,10,1,10
312460,WVS6,2010-2014,Peru,6040620988.0,2012,Male,23.0,PE: Afro half-breed,Living together as married,No,under 2000,1,2,2,1,4,5,3,9
312461,WVS6,2010-2014,Peru,6040620989.0,2012,Female,58.0,PE: Indigenous half-breed,Separated,No,under 2000,1,4,2,4,1,1,1,10
312462,WVS6,2010-2014,Peru,6040620990.0,2012,Male,66.0,PE: Indigenous half-breed,Widowed,Yes,under 2000,3,4,4,1,1,1,1,10
312463,WVS6,2010-2014,Peru,6040620991.0,2012,Female,42.0,PE: Indigenous half-breed,Living together as married,No,under 2000,3,5,1,4,2,9,9,4
312464,WVS6,2010-2014,Peru,6040620992.0,2012,Female,18.0,PE: Indigenous half-breed,Living together as married,No,under 2000,3,4,5,4,9,9,2,10
312465,WVS6,2010-2014,Peru,6040620993.0,2012,Male,47.0,PE: Indigenous half-breed,Living together as married,Yes,under 2000,3,1,5,4,1,7,7,5
312466,WVS6,2010-2014,Peru,6040620994.0,2012,Male,20.0,PE: Indigenous half-breed,Living together as married,No,under 2000,1,5,1,3,3,2,2,10
312468,WVS6,2010-2014,Peru,6040620996.0,2012,Female,43.0,PE: Indigenous half-breed,Divorced,Yes,10-20000,3,5,5,3,5,10,2,9
